Ride_ID,Timestamp,Pickup_Location,Dropoff_Location,Distance_km,Fare,Ride_Type,Passenger_Count,Payment_Method
7f8c9edb-2d76-4596-8b02-9ac3336ea29f,2025-01-30 03:21:58,Michaelside,Salazarfurt,14.76,24.14,UberComfort,1,Cash
0ab1f222-3930-4ef3-bf09-4f67a1d2c04a,2025-02-21 18:55:40,Mariahfurt,South Robyn,22.75,16.07,UberComfort,2,PayPal
994c561d-4abc-49f9-b0ad-3ee5ed7e38ca,2025-01-08 01:18:44,Marshallbury,North Victoria,6.35,99.46,UberPool,4,Cash
470736ac-d490-4cbf-b350-027001d703b3,2025-02-26 04:07:32,Atkinsonview,Gonzalezburgh,29.96,29.59,UberX,2,PayPal
bac1e07e-ce6f-4482-ad75-b6fac204813c,2025-03-28 14:07:17,West Mark,Hannaview,24.91,71.01,UberXL,2,Credit Card
8a6c4c03-d3e0-4f2d-9dd8-de30e10754ac,2025-03-18 16:40:52,West Brian,North Melissa,20.16,53.83,UberComfort,3,Credit Card
812dab39-4b69-40cc-a4cd-eac13fe8e3c9,2025-02-24 19:54:04,Lake Jamesport,Melissabury,20.07,31.55,UberPool,1,PayPal
3b0c55a5-084b-4107-a8f0-e66c7c6a63a7,2025-01-04 02:47:34,Reyestown,Hernandezbury,19.95,27.92,UberComfort,4,Cash
d47f774d-65f5-4a1c-a28d-36407a0d5430,2025-02-19 00:10:49,West Christianborough,Smithchester,16.06,28.22,UberBlack,3,PayPal
1f00d0d6-f1f9-4a2e-9472-3b8fd3f6a982,2025-01-17 10:52:34,East Latashamouth,Patrickport,20.13,7.63,UberX,4,Credit Card
6dbaae8b-b17f-4ceb-8b4a-b73458515c05,2025-02-10 02:39:37,Lake Kyle,Tracychester,17.14,87.88,UberBlack,1,PayPal
5d2f672b-8c70-49f9-a225-d2a678e9419f,2025-01-02 13:00:14,Port Luisview,Robertsonfurt,7.98,36.42,UberComfort,4,PayPal
aea41cc1-03be-4d00-b4de-3c2959fecca5,2025-02-19 17:17:57,Kristophermouth,Port Elizabeth,19.43,77.78,UberXL,2,Credit Card
b9ca5bfe-3e3a-4a55-aecd-a3e227a40ef3,2025-03-11 20:57:48,West Cynthia,Jasonview,3.37,62.12,UberX,1,PayPal
202553d9-f7d6-48d5-a7c8-203e1a120c82,2025-03-01 09:30:34,Port Charles,Tommybury,1.99,47.31,UberX,2,PayPal
8836f526-32bb-469f-bb58-bc949f8597d5,2025-01-04 00:40:55,Port Joseph,East Melissaton,10.05,82.49,UberX,2,Cash
f436e311-79bb-465c-9c54-c640eb8f92f8,2025-03-02 08:28:25,Brianville,South Joshualand,23.17,51.17,UberComfort,3,PayPal
db4c14ae-8113-4b30-b55e-7451fe68a4bd,2025-01-02 22:29:55,East Kelly,Port Adam,3.59,29.85,UberXL,3,Credit Card
5f467f41-2484-4f72-9b76-c3effb2bf38e,2025-02-25 14:57:11,Jayhaven,East Kenneth,21.42,61.26,UberPool,3,PayPal
84075da6-fa14-4664-a661-8eaaa36e4575,2025-03-31 07:42:07,West Robinfurt,West Martha,9.5,87.89,UberBlack,2,Credit Card
3722e061-1864-4660-857c-37e1cbefac19,2025-01-24 06:06:43,Lloydside,Thomasville,19.89,17.85,UberXL,4,Credit Card
fe3059f9-6afa-4e58-ab47-51cc1e09df10,2025-01-18 18:54:46,Lake Kristina,Shawnatown,12.25,23.91,UberX,2,PayPal
4460ed01-2ad0-419c-8263-0cb5bd02da49,2025-03-16 15:25:42,Tuckertown,South Jerry,7.58,71.96,UberX,2,Cash
8ecb3c44-2da4-40d8-9545-8da83ee275a3,2025-01-10 13:42:29,Anthonybury,Alanstad,15.33,75.83,UberComfort,1,Credit Card
b36c85cf-8480-42a4-933d-a23a631fc3a8,2025-02-01 03:45:12,Lorifurt,Lake Joy,29.79,25.24,UberXL,2,Cash
c0d04dc9-72a1-4779-a429-56566c7f5a66,2025-03-26 18:45:31,New Carmenfort,Nicolefort,2.82,40.03,UberPool,3,PayPal
e4ff1458-da10-4d57-85db-50059e776a9a,2025-03-31 19:19:18,Jonathanside,South Ruthland,26.75,70.4,UberComfort,2,Credit Card
005eb21b-aaa1-4c5a-a668-4b42dc6f9e98,2025-01-25 06:54:20,Donaldville,Tracybury,1.48,63.59,UberComfort,1,Credit Card
6181f266-451b-4313-bf89-eaf7fa0c8b70,2025-03-05 11:18:01,East Matthew,Spencermouth,6.73,84.42,UberPool,3,PayPal
c4ef2055-a10d-4a79-bfcd-fc5ade1a0b15,2025-01-25 15:48:35,Cooperview,South Elizabeth,4.55,31.77,UberPool,2,Cash
74657561-53a9-4a50-98ce-3f1eccc94839,2025-02-18 04:52:14,West Michaelport,West Brittanyside,14.96,17.85,UberComfort,2,Credit Card
2e55a907-11dc-4e70-a024-4cf2abb92b28,2025-03-01 17:55:05,Harristown,West Adrian,22.94,93.7,UberXL,1,Cash
8aa6dc70-30f3-4f1f-a58d-330b74683d47,2025-01-23 02:05:50,Shafferport,West Garrett,16.91,30.75,UberBlack,3,Credit Card
f81083fc-f5f5-44d6-8221-766365648619,2025-03-08 18:36:37,Riverastad,West Ivanburgh,5.46,66.07,UberBlack,3,PayPal
51d458a0-a772-400b-834e-a154ce943857,2025-03-06 10:05:10,Bradymouth,Meghanview,18.76,71.49,UberX,1,Credit Card
86e030b3-9a57-42c9-b67a-0753588574ad,2025-03-11 08:10:50,Katherineborough,Sparksborough,6.28,71.84,UberBlack,3,PayPal
303f7e92-e71d-4283-922c-6dd94759cdb4,2025-01-12 17:35:53,Fordside,Caldwellmouth,28.37,36.39,UberX,4,Credit Card
f7079a95-ef75-423a-8014-ead6f2c56ff2,2025-01-20 10:51:29,Port Brittney,Angelahaven,26.45,52.64,UberBlack,3,PayPal
2cdab1d1-b592-4a61-9849-8882bbd60f1b,2025-03-27 14:42:54,North Richard,Thomasville,25.29,39.61,UberX,4,Credit Card
7d4bc2c7-be01-4868-8cc9-7c4bbbc9237e,2025-03-17 02:44:26,North Ashley,South Ryanview,21.15,83.4,UberX,3,Cash
a8bc0477-c815-43a8-9fa6-3de48f862128,2025-01-24 20:16:22,Mistybury,New Christopherland,25.37,37.57,UberComfort,3,Credit Card
ebf9bbc9-7b8a-4f3f-bfe8-996036343a4a,2025-02-22 21:31:42,Pamelaville,Colemanfort,15.72,66.45,UberComfort,1,PayPal
3f0de73c-b642-411a-afc3-d788ae382266,2025-03-26 12:14:15,Foxport,Jenniferland,26.29,82.17,UberX,3,Cash
ada8cf2e-06b9-4e88-ad7a-8cffcd65c325,2025-02-07 06:35:40,Port Jeffrey,Geraldland,18.26,78.48,UberXL,3,Credit Card
2a3538b2-cb33-4689-86cc-35b5d259d249,2025-02-21 05:20:58,Georgeside,Ramirezfort,21.35,13.02,UberX,3,Cash
da13d9e8-e247-4a22-b6ba-8f88a78ddf7e,2025-03-18 21:11:32,Port Lindsayville,Lauraborough,10.92,91.67,UberBlack,1,PayPal
9a514c77-1449-4132-9d2d-a795ae0f98b3,2025-03-10 11:35:05,Loriburgh,New Christina,12.68,60.06,UberX,2,PayPal
a072799d-8105-40eb-a1f0-bf7500c2a530,2025-02-22 06:23:30,East April,West Scottmouth,19.44,92.77,UberPool,3,Cash
9a09d5ab-ecde-46fb-9d9a-6bc9336310f6,2025-01-31 15:04:51,South Kelly,New Martin,24.91,17.64,UberXL,3,PayPal
2ab24688-c44a-464c-ac44-7fda750d976e,2025-03-20 19:00:20,Sandovaltown,Brianburgh,29.72,48.04,UberComfort,1,PayPal
7ef65599-27da-40e8-931c-aabd7bafe8cd,2025-01-08 14:26:08,Reneefort,Amandamouth,28.73,6.53,UberX,1,PayPal
e8713fd2-0da2-49a4-be60-47744ed05418,2025-02-04 14:07:54,Perkinsland,Martinbury,13.64,33.93,UberX,2,PayPal
caa0ef77-641b-4726-8065-3c8909b2b23d,2025-03-13 08:04:19,Garrisonstad,Rossmouth,28.92,36.57,UberBlack,3,Credit Card
d0061e72-52fa-461c-b116-9b0cee6108f3,2025-02-14 18:26:35,East Adam,Johnsonberg,5.97,90.33,UberComfort,4,PayPal
2c190e61-dfec-4a3c-902f-46707bb0975c,2025-01-07 04:25:05,Lake Julie,Hernandezton,13.25,37.47,UberPool,1,Credit Card
18484491-882e-43a7-8bc4-d66b17288201,2025-02-08 05:17:30,East Charles,North Monique,18.17,20.23,UberPool,1,Cash
ae02dbfe-2ddc-4d4f-855b-b706dde66a02,2025-03-07 16:00:42,Lake Darren,South Melissafurt,18.08,73.7,UberXL,1,Credit Card
133a33cd-34cf-48d9-bfbf-ba4b0bbf8ea9,2025-03-28 06:29:30,Jonesside,Lake Alexshire,24.32,95.7,UberXL,4,Credit Card
7b243a58-fca8-4b51-a295-57295bfa122a,2025-03-23 00:35:58,Stacyville,South William,21.51,83.62,UberComfort,1,PayPal
985f2d10-759b-4e12-9512-42efaf078a5d,2025-03-18 23:41:07,Gravestown,Tuckerberg,8.45,22.78,UberXL,4,PayPal
c924b2fd-16a9-4466-b9cc-e398b7eb75f6,2025-01-23 19:48:24,Lake Brett,Lake Kathrynhaven,17.82,39.08,UberPool,4,PayPal
7aea9832-9da1-494b-8fb1-d9e2cf147b03,2025-01-30 22:36:44,Michaelhaven,Gregoryview,15.16,28.74,UberPool,3,Cash
36a50d87-d297-4c6e-9030-2f4ece3a1135,2025-01-08 22:49:18,Deanville,Laurenview,29.21,74.18,UberPool,1,PayPal
dae924a2-f139-4f6e-9301-406c09abf304,2025-03-22 08:44:58,Port Melissaborough,West Rebecca,16.64,80.23,UberPool,3,Cash
5edacb45-be42-4e30-b943-ee09e843502b,2025-02-09 13:07:20,North Mary,Kennedychester,22.38,39.64,UberX,2,PayPal
cfdc2cf0-d732-429f-9e6d-7b6b8703f079,2025-03-24 13:05:13,East Deborahburgh,East Ryan,22.91,46.05,UberX,4,Cash
86d1d853-0eaa-4678-870b-f3f930fd438b,2025-04-01 21:43:34,Port Scott,New Kerrytown,4.81,57.12,UberXL,1,Cash
479cf5e9-f88d-4892-bcd9-87cf3c9a6220,2025-01-31 15:37:11,West Steven,New Michaelview,24.04,99.87,UberXL,1,Cash
46e9614c-d001-4e6b-aea6-c4f0205657d5,2025-02-07 15:01:17,Port Janet,West Sara,28.86,52.16,UberBlack,2,PayPal
9b630383-8458-40de-a985-7a36b4caa692,2025-01-19 23:15:41,South Sherriburgh,Owenshaven,1.04,87.01,UberBlack,1,Cash
14403466-dbdc-47e6-a965-89863dbfa51b,2025-01-22 13:40:19,Andrewview,East Stephen,2.05,6.45,UberXL,2,Credit Card
1155a058-8182-40ca-a549-de2d926aed3b,2025-02-03 04:49:34,Port Collin,Jasminefurt,15.46,51.84,UberXL,2,PayPal
cb290170-7a40-4330-839b-718594065d93,2025-02-14 05:18:42,West Madisonmouth,Lozanomouth,6.18,54.99,UberBlack,1,Cash
4036939d-82ad-4839-9756-939506cea3fd,2025-01-13 22:50:00,New Ronaldfort,Port Kristitown,17.12,71.59,UberXL,1,Cash
60054180-35ba-4df4-aed3-8d3c244eaca5,2025-02-25 10:17:02,Lake Cheryl,Jenniferfurt,13.26,83.02,UberBlack,3,Credit Card
9abd6336-70ca-479a-a763-130a93ff76b6,2025-02-06 05:44:25,North Joshua,New Linda,17.6,91.85,UberX,4,Credit Card
babbb549-2eda-4998-8af9-2e0e72819291,2025-02-03 04:28:01,West Kathleen,Port Andrea,5.62,22.34,UberXL,4,PayPal
176ce4c4-869a-4f0d-b25e-fe093f8703cb,2025-01-24 10:09:46,North Benjamin,East John,16.41,58.15,UberXL,3,PayPal
2afaa29c-d123-411b-9be4-e5b30d965a72,2025-02-15 23:45:06,Hensleyton,Staceyton,20.31,12.92,UberComfort,4,Credit Card
0606c50a-078a-46a0-9723-1e3193198b73,2025-01-11 11:02:27,Deborahmouth,Port Pamela,22.94,42.2,UberX,1,Cash
433f8292-3c61-4a29-9890-1879c6cb01a5,2025-03-18 01:46:49,Charlesstad,Alisonport,12.46,33.45,UberX,2,Credit Card
8322b68a-7b1e-4950-b3fa-55dd7a4b56a4,2025-01-20 06:13:35,Port Juliemouth,Kimberlyshire,4.58,72.39,UberComfort,4,Credit Card
72c63f52-8697-4707-8dd0-763874cf294b,2025-02-16 19:52:42,New Susan,Bensonview,27.62,69.87,UberXL,2,Cash
ae6ee6a1-57d9-4c02-a4c8-5b6ffecfc332,2025-03-08 20:27:46,Medinaborough,West Ruth,24.2,93.0,UberX,3,PayPal
bb357139-49d3-487d-85a3-abdd63310de0,2025-03-05 19:26:28,South Kathleenmouth,Bryceborough,14.14,14.63,UberBlack,4,Cash
edbb7e26-6a22-4ee6-9d11-d4f7988c542a,2025-01-04 12:12:05,West Daniellemouth,New Brian,27.3,58.2,UberXL,4,Cash
4bbaa658-998e-4a41-add5-dc4977b12d6e,2025-02-12 13:49:18,Adamtown,Jameschester,27.04,34.19,UberPool,1,Credit Card
a5b7e74f-bda8-4997-8cf2-4c31740a705a,2025-03-14 23:14:54,Lake Calebfurt,Osbornehaven,6.98,79.22,UberXL,4,Credit Card
86288c9d-9e82-40a1-80d5-d97a29daa52b,2025-02-11 14:24:58,Brownton,West Jonathan,21.17,80.08,UberBlack,2,Credit Card
fec44a96-7611-42e1-b70e-7eb80aabead1,2025-03-25 23:45:37,Lauriehaven,Haleyville,15.72,88.3,UberXL,4,Cash
0c498486-cbd4-43be-b933-e09b2d8e2bd7,2025-02-12 19:57:17,Lake David,West Bradleyhaven,21.76,53.94,UberPool,2,Credit Card
bd1c2858-0c22-4728-927a-78bdc8578566,2025-03-18 16:42:23,Taylorchester,Sheppardbury,22.92,45.73,UberComfort,1,Credit Card
84bf3d7f-7428-42e0-82f8-fdfd62e960c8,2025-03-24 23:19:00,Stanleyview,West Jade,14.08,30.35,UberComfort,3,Credit Card
b8b8fa9f-b919-4f0a-9682-cdd1113d7433,2025-01-03 15:25:24,Jasonbury,New Danielle,29.98,73.54,UberX,3,Credit Card
9b9f54bf-3a62-4230-8adb-ed2397da2b6f,2025-02-18 16:20:47,Juliefurt,Lucasfort,5.21,21.21,UberBlack,3,Cash
85179e25-f4fb-4ca9-9a8a-0171dc29fa63,2025-01-31 20:55:46,Butlershire,Taylorstad,28.93,8.91,UberPool,2,Cash
4b8273eb-c51f-424f-a0c6-8905ecf281e5,2025-03-15 22:42:58,South Samanthahaven,New Jesseberg,3.38,77.97,UberXL,1,Credit Card
9083ae51-da05-49ac-b191-5fb531ad560b,2025-03-18 03:20:28,Shannonland,North Chase,8.56,9.03,UberXL,2,PayPal
d4aa5788-abb3-44f4-b8a9-75723a8fe056,2025-02-02 16:52:14,Garciachester,North Keithville,8.48,57.02,UberComfort,2,Cash
976b61cc-938c-42ca-940c-0019c66515aa,2025-01-11 14:32:55,West Andreachester,New John,2.9,26.49,UberComfort,1,Cash
4e69d010-2b97-4351-a515-08c3a35d6f94,2025-03-22 11:00:14,North Joshuaport,Smithfurt,3.87,33.62,UberComfort,3,Credit Card
731ac4f3-9abc-4e7b-9629-c6a5c1d8ea6c,2025-03-30 07:06:49,Zimmermanview,North Robertview,27.24,29.04,UberBlack,3,Credit Card
1a5f7e40-7b4a-40aa-b4b2-874057224a17,2025-03-31 15:32:23,Tatestad,Tylershire,27.46,34.45,UberX,3,Credit Card
e230cc27-152c-4678-afbe-0a196a175c94,2025-02-21 12:30:50,South Kristamouth,East Kari,20.52,45.01,UberBlack,2,Credit Card
c6a2e857-a830-4afc-8f26-93bd9a18305b,2025-02-02 15:20:46,North Beth,New Lauraville,8.07,69.04,UberPool,1,Credit Card
4f671378-4b7f-45c9-b442-446290f642c1,2025-03-22 00:16:26,Lake Donna,Port Miguel,28.33,59.21,UberComfort,2,PayPal
793b4fa6-2246-44da-8540-d97befcb830b,2025-03-26 13:26:02,North Juliemouth,Chapmanshire,27.08,20.87,UberPool,4,Cash
e4ef53c3-b324-490f-9b1f-1fc54332a76a,2025-01-08 09:56:42,Lake Veronicafort,Blakestad,28.72,79.12,UberX,4,Credit Card
d1d44275-484c-47c8-9b1a-a33585c94627,2025-01-21 13:20:08,Johnport,Carlstad,29.41,77.05,UberXL,2,Cash
c5a4a310-4537-4d1e-9d6e-1eed636834ca,2025-02-15 03:21:00,Robinsonfurt,South Stephaniebury,10.79,11.59,UberXL,2,PayPal
c3b8f3ae-e2ab-478e-b497-5dbe897b4103,2025-03-01 13:55:12,Richardstad,South Steven,27.02,59.48,UberX,3,Cash
f2294cee-57b7-4307-81cc-bd2cb2325f59,2025-01-04 21:42:13,Rosstown,New Andrewborough,17.36,59.58,UberBlack,1,PayPal
df08650b-d0be-4406-83b9-a52341caaa21,2025-01-21 06:12:20,Michaelburgh,Boothton,11.47,71.52,UberX,3,Cash
57a2c441-0cf7-427a-b68e-56c2b19f5e74,2025-03-28 09:37:41,North Danielle,Stevenview,6.27,19.97,UberComfort,1,Cash
231553ed-43ed-4e45-af8a-3121d365b906,2025-03-09 21:20:06,East Jayburgh,Alanton,8.86,11.97,UberBlack,1,PayPal
7f8884fa-d999-4ebe-8f0d-75f7816c84f4,2025-01-29 04:14:18,Samuelborough,North Melanietown,13.4,41.65,UberX,3,Cash
09296b10-f19f-4ff8-a168-9dc4a290c059,2025-03-05 12:59:40,Terryshire,Velazquezland,3.08,33.15,UberXL,1,Cash
bfe81339-1983-4687-a224-e2ba4630ced9,2025-03-09 09:35:58,Clarkside,Smithborough,19.6,5.24,UberXL,2,Credit Card
dffc05c3-9e7a-420d-a4b1-2ec018fb9065,2025-02-11 18:15:09,Thomasmouth,Dustinshire,19.67,21.66,UberComfort,1,Cash
dc792ee2-5237-435d-b644-1e1f778f8cea,2025-03-09 18:22:56,Lake Dennis,South Jamesbury,2.57,22.29,UberBlack,4,Credit Card
0ce41e84-2fc3-4373-8858-aa4c53503719,2025-01-19 02:27:45,Wangville,Tammyshire,18.61,54.73,UberBlack,1,PayPal
6b708f4e-c99b-4c63-93fe-22cb512fa36e,2025-01-04 23:07:39,Josephstad,Buchananview,26.6,9.68,UberComfort,2,PayPal
84904eb1-1c84-4300-9f1b-2f1648b3dce9,2025-02-25 14:46:21,Romeroberg,Thomasville,29.35,45.98,UberBlack,2,Cash
7bd80432-55b6-43d7-bcab-5b64521e4e7f,2025-02-19 17:47:31,New Crystalview,Longburgh,14.31,90.95,UberX,2,Cash
4a51e54e-285c-4109-b2f8-68724cf1f688,2025-03-25 11:32:04,New Scott,Stewartstad,25.45,71.65,UberBlack,4,Cash
334a54ce-a74e-4507-9c2a-a7ab613dd158,2025-01-19 22:15:01,North Jamieberg,North Brenda,4.39,65.12,UberXL,3,Credit Card
80e2a355-f0a4-4e05-8f22-0c8cd74427d2,2025-01-08 21:36:37,Avilahaven,East Robertofurt,21.69,23.16,UberX,1,PayPal
